entries|examples|translation|nwords|counter|firsttime|lasttime
rauchen, raucht, rauchte, hat geraucht|1. Hier ist das Rauchen verboten! 2. Stört es Sie, wenn ich rauche?|1. Here smoking is prohibited! 2. Does it bother you when I smoke? |4|0|never|never
der Raucher, - die Raucherin, -nen|1. Gibt es hier ein Zimmer für Raucher? 2. Ich bin keine Raucherin. Ich bin Nichtraucherin.|1. Is there a room for smokers here? 2. I am not a smoker. I am non-smoker. |3|0|never|never
der Raum, ¨-e|Getränke gibt es im Raum nebenan.|Drinks are available in the area next door. |2|0|never|never
rauf/rauf-|1. Hier ist die Treppe, also los, schnell rauf! 2. Möchtest du nicht raufkommen?|1. Here is the stairs, so lot, fast up! 2. Do not you want to get back? |1|0|never|never
raus/raus-|1. Willst du rein oder raus? 2. Er ist gerade rausgelaufen.|1. Do you want to go in or out? 2. He was just running out. |1|0|never|never
reagieren, reagiert, reagierte, hat reagiert|Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.|I wrote to the landlord, but he has not reacted yet. |4|0|never|never
die Reaktion, -en|Diese Reaktion ist typisch für ihn.|This reaction is typical of him. |2|0|never|never
realisieren, realisiert, realisierte, hat realisiert|1. Diese Pläne sind nicht zu realisieren. 2. Ich habe nicht realisiert, dass die Zeit schon um ist.|1. These plans are not to be realized. 2. I did not realize that time is already around. |4|0|never|never
die Realität, -en|Das gefällt dir nicht? Aber das ist die Realität.|You do not like that? But that's the reality. |2|0|never|never
realistisch|Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.|I do not think you get so much money for the car. That is not realistic. |1|0|never|never
die Recherche, -n|Für diesen Bericht waren viele Recherchen nötig.|Many research was needed for this report. |2|0|never|never
rechnen, rechnet, rechnete, hat gerechnet|1. Meine Tochter kann gut rechnen. 2. Im/In Rechnen hat sie eine Eins. 3. Mit solchen Schwierigkeiten hatten wir nicht gerechnet.|1. My daughter can count well. 2. In the count, she has one one. 3. We did not expect such difficulties. |4|0|never|never
der Rechner, -|Mein Rechner ist kaputt.|My computer is broken. |2|0|never|never
die Rechnung, -en|1. Bitte, die Rechnung! 2. Brauchen Sie für diese Reparatur eine Rechnung?|1. Please, the bill! 2. Do you need an invoice for this repair? |2|0|never|never
das Recht, -e|1. Nach deutschem Recht kann er dafür nicht bestraft werden. 2. Ich hatte Vorfahrt. Ich war im Recht. 3. Die Rechnung stimmt nicht? Dann haben Sie das Recht, das Geld zurückzubekommen.|1. According to German law, he can not be punished for this. 2. I had a right of way. I was right. 3. The bill is not true? Then you have the right to get the money back. |2|0|never|never
rechtlich|Wir beraten Sie in rechtlichen Fragen.|We advise you in legal questions. |1|0|never|never
recht|1. Ist es Ihnen recht, wenn ich morgen vorbeikomme? 2. Da haben Sie recht. 3. Da muss ich Ihnen recht geben.|1. Is it you right if I come by tomorrow? 2. You are right. 3. I have to give you right. |1|0|never|never
rechts|1. An der nächsten Kreuzung müssen Sie rechts abbiegen. 2. Der Bahnhof ist da vorne rechts.|1. At the next intersection, you have to turn right. 2. The station is on the front right. |1|0|never|never
recht-|Ich habe mir den rechten Arm gebrochen.|I broke my right arm. |1|0|never|never
rechtzeitig|Bitte weck mich rechtzeitig. Ich muss pünktlich sein.|Please check me in time. I have to be on time. |1|0|never|never
reden, redet, redete, hat geredet|Worüber habt ihr gestern geredet?|What did you talk about yesterday? |4|0|never|never
die Rede, -n|Der Präsident hat eine Rede gehalten.|The President has held a speech. |2|0|never|never
reduzieren, reduziert, reduzierte, hat reduziert|1. Wir haben jetzt unsere Preise reduziert. 2. Ist dieser Pullover auch reduziert?|1. We have now reduced our prices. 2. Is this sweater also reduced? |4|0|never|never
das Referat, -e|Vielen Dank für dieses interessante Referat.|Thank you for this interesting presentation. |2|0|never|never
die Reform, -en|Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.|The government plans a reform for next year. The taxes are to rise. |2|0|never|never
das Regal, -e|Das Buch steht im Regal oben rechts.|The book stands on the shelf at the top right. |2|0|never|never
die Regel, -n|1. Im Straßenverkehr sind viele Regeln zu beachten. 2. Wie geht dieses Spiel? Kennst du die Regeln? 3. In der Regel geht sie um sieben Uhr aus dem Haus.|1. There are many rules in road traffic. 2. How is this game going? Do you know the rules? 3. As a rule, she goes out of the house at seven o'clock. |2|0|never|never
regelmäßig|Sie müssen die Tabletten regelmäßig nehmen.|You have to take the tablets regularly. |1|1|2021/04/17|2021/04/17
regeln, regelt, regelte, hat geregelt|Die Ampel ist kaputt. Ein Polizist regelt den Verkehr.|The traffic light is broken. A policeman regulates the traffic. |4|0|never|never
regnen, es regnet, es regnete, es hat geregnet|Es hat gestern den ganzen Tag geregnet.|It rained yesterday the whole day. |4|0|never|never
der Regen|Bei Regen fällt das Konzert aus.|In the rain, the concert falls out. |1|0|never|never
die Region, -en|1. In der Rhein-Main-Region sind die Mieten sehr hoch. 2. Die Milch ist aus der Region.|1. In the Rhine-Main region the rentals are very high. 2. The milk is from the region. |2|0|never|never
regional|Du kannst mit einer Regionalbahn fahren. Das ist billiger.|You can drive with a regional train. That's cheaper. |1|0|never|never
reich|Wenn ich reich wäre, würde ich eine Weltreise machen.|If I were rich, I would do a world trip. |1|0|never|never
reichen, reicht, reichte, hat gereicht|1. Ich nehme nur eine Suppe. Das reicht mir. 2. Wie lange reicht das Papier noch? Ich glaube, wir müssen neues bestellen.|1. I only take a soup. That's enough for me. 2. How long is the paper still enough? I think we have to order new things. |4|0|never|never
reif|Die Banane kannst du nicht essen. Sie ist noch nicht reif.|You can not eat the banana. She is not ripe yet. |1|0|never|never
der Reifen, -|Ihr Wagen braucht neue Reifen.|Your car needs new tires. |2|0|never|never
die Reihe, -n|1. Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe. 2. Wer ist jetzt an der Reihe?|1. I have tickets for the concert. We sit in the third row. 2. Who is in the row now? |2|0|never|never
die Reihenfolge, -n|Achten Sie auf die Reihenfolge der Inhaltspunkte.|Pay attention to the order of contents. |2|0|never|never
rein|1. Der Pullover ist aus reiner Wolle. 2. Es war reiner Zufall, dass ich die Uhr wiedergefunden habe. 3. Das Wasser ist so rein, dass man es trinken kann.|1. The sweater is made of pure wool. 2. It was pure coincidence that I had found the clock again. 3. The water is so pure that you can drink it. |1|0|never|never
reinigen, reinigt, reinigte, hat gereinigt|Ich möchte diesen Anzug reinigen lassen.|I want to let this suit clean. |4|0|never|never
die Reinigung, -en|1. Die Reinigung des Büros ist nicht teuer. 2. Kannst du bitte die Bluse in die Reinigung bringen?|1. The cleaning of the office is not expensive. 2. Can you please bring the blouse into cleaning? |2|0|never|never
der Reis|Eine Portion Huhn mit Reis, bitte.|A serving chicken with rice, please. |1|0|never|never
reisen, reist, reiste, ist gereist|Ich reise gern nach Spanien.|I like to travel to Spain. |4|0|never|never
die Reise, -n|1. Wir haben eine Reise nach Österreich gebucht. 2. Auf der Reise haben wir nette Leute kennengelernt.|1. We booked a trip to Austria. 2. On the journey we met nice people. |2|0|never|never
das Reisebüro, -s|Wir haben die Reise im Reisebüro gebucht.|We booked the journey in the travel agency. |2|0|never|never
reiten, reitet, ritt, ist geritten|Möchtest du gerne reiten lernen?|Would you like to learn riding? |4|0|never|never
die Reklame, -n|Ich möchte keine Reklame im Briefkasten.|I do not want to advertise in the mailbox. |2|0|never|never
der Rekord, -e|Es gibt einen neuen Rekord im Schwimmen.|There is a new record in swimming. |2|0|never|never
relativ|Die Wohnung ist relativ groß, aber sehr teuer.|The apartment is relatively large, but very expensive. |1|0|never|never
die Religion, -en|Religion ist für manche Menschen sehr wichtig.|Religion is very important for some people. |2|0|never|never
rennen, rennt, rannte, ist gerannt|Ich bin sehr schnell gerannt, aber der Bus war schon weg.|I'm ran very quickly, but the bus was already gone. |4|0|never|never
die Rente, -n (D, CH) → A, CH: Pension|Sie ist 67 und bekommt jetzt eine gute Rente.|She is 67 and now gets a good pension. |4|0|never|never
in Rente gehen/sein (D) → D, A: in Pension gehen/sein; CH, D: pensioniert werden/sein|1. Ich gehe Ende des Jahres in Rente. 2. Mein Nachbar ist seit zehn Jahren in Rente.|1. I'm in pension at the end of the year. 2. My neighbor has been in pension for ten years. |3|0|never|never
der Rentner, - die Rentnerin, -nen (D, CH) → A: Pensionist|Meine Großmutter arbeitet nicht mehr. Sie ist Rentnerin.|My grandmother is not working anymore. She is a pensioner. |4|0|never|never
reparieren, repariert, reparierte, hat repariert|Das Fahrrad kann man leider nicht mehr reparieren.|Unfortunately, the bike can not be repaired anymore. |4|0|never|never
die Reparatur, -en|Eine Reparatur wäre zu teuer.|A repair would be too expensive. |2|0|never|never
die Reportage, -n|Hast du die Reportage über Afrika gesehen?|Did you see the report about Africa? |2|0|never|never
der Reporter, - die Reporterin, -nen|Die Reporterin macht gerade ein Interview.|The reporter is just an interview. |3|0|never|never
reservieren, reserviert, reservierte, hat reserviert|1. Dieser Tisch ist reserviert. 2. Bitte reservieren Sie mir ein Doppelzimmer.|1. This table is reserved. 2. Please reserve a double room. |4|0|never|never
die Reservierung, -en|Was kostet eine Reservierung?|How much is a reservation? |2|0|never|never
der Respekt|1. Ich habe großen Respekt vor meinem Lehrer. 2. Du solltest ihr mehr Respekt entgegenbringen. 3. Ich habe bei der Prüfung alle Punkte erreicht! – Respekt!|1. I have great respect for my teacher. 2. You should give you more respect. bring. 3. I have reached all points at the exam! - Respect! |1|0|never|never
der Rest, -e|1. Hier sind 100 Euro. Den Rest gebe ich dir später. 2. Es ist noch ein Rest Wein da. Möchtest du noch?|1. Here are 100 euros. I'll give you the rest later. 2. There is still a rest of wine. Would you still like? |2|0|never|never
das Restaurant, -s|Wir essen heute im Restaurant.|We eat today in the restaurant. |2|0|never|never
retten, rettet, rettete, hat gerettet|Der Arzt konnte das Kind noch retten.|The doctor could still save the child. |4|0|never|never
das Rezept, -e|1. Diese Schmerztabletten gibt es nur auf Rezept. 2. Weißt du ein gutes Rezept für Gemüsesuppe?|1. These ache tablets are only available on recipe. 2. Do you know a good recipe for vegetable soup? |2|0|never|never
die Rezeption/Reception, - en|Geben Sie bitte den Schlüssel an der Rezeption ab.|Please enter the key at the reception. |2|0|never|never
der Richter, - die Richterin, -nen|Der Richter hat noch kein Urteil gesprochen.|The judge has not spoken a judgment yet. |3|0|never|never
richtig|1. Was Sie da sagen, ist richtig. 2. Geht Ihre Uhr richtig? 3. Das ist nicht die richtige Größe.|1. What you say is right. 2. Does your watch right? 3. That's not the right size. |1|1|2021/04/17|2021/04/17
die Richtung, -en|1. Der Zug in Richtung Köln hat Verspätung. 2. Wo ist der Bahnhof? In welche Richtung muss ich fahren?|1. The train in the direction of Cologne has delay. 2. Where is the train station? In which direction do I have to drive? |2|0|never|never
riechen, riecht, roch, hat gerochen|1. Dieses Parfüm riecht sehr gut. 2. Im ganzen Haus riecht es nach Farbe. 3. Ich bin erkältet. Ich kann nichts riechen.|1. This perfume smells very good. 2. Throughout the house, it smells like color. 3. I'm a cold. I can not smell anything. |4|0|never|never
riesig|1. Die Stadt ist riesig. 2. Ich habe mich über das Geschenk riesig gefreut.|1. The city is huge. 2. I was very happy about the gift. |1|0|never|never
das Rind, -er|Ich esse nur Fleisch vom Rind.|I only eat meat from the beef. |2|0|never|never
der Ring, -e|Ich habe meinen Ring verloren.|I lost my ring. |2|0|never|never
das Risiko, Risiken|Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.|I do not take a loan. The risk is too high for me. |2|0|never|never
der Rock, ¨-e|Diese Bluse passt nicht zu meinem Rock.|This blouse does not fit my skirt. |2|0|never|never
roh|Du kannst das nicht essen. Das Fleisch ist noch roh.|You can not eat that. The meat is still raw. |1|0|never|never
das (Back-)Rohr, -e (A) → D, CH: (Back-)Ofen|Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Rohr.|I just made a pizza. She is fresh from the pipe. |3|0|never|never
die Rolle, -n|1. Die Schauspielerin hat ihre Rolle sehr gut gespielt. 2. Geld spielt in diesem Fall keine Rolle.|1. The actress played their role very well. 2. Money does not matter in this case. |2|0|never|never
der Roman, -e|Ich lese gern Romane.|I like to read novels. |2|0|never|never
die Rose, -n|Rote Rosen sind ein schönes Geschenk.|Red roses are a nice gift. |2|0|never|never
der Rucksack, ¨-e|Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.|I do not need much. I only take my backpack with. |2|0|never|never
rückdie Rückfahrt, -en|Auf der Rückfahrt besuche ich meine Eltern.|On the way back I visit my parents. |2|0|never|never
die Rückkehr|Nach meiner Rückkehr haben wir ein großes Fest gefeiert.|After my return we celebrated a big party. |1|0|never|never
rückwärts|Ich bin rückwärts aus der Garage gefahren.|I went backwards from the garage. |1|0|never|never
der Rücken, -|Mir tut der Rücken weh.|My back hurts. |2|0|never|never
die Rücksicht, -en|Nehmen Sie bitte Rücksicht auf die anderen Gäste.|Please take into account the other guests. |2|0|never|never
das Rüebli, - (CH) → Karotte; D: Möhre|Hasen fressen gern Rüebli.|Hunnings often eat ruebli. |2|0|never|never
rufen, ruft, rief, hat gerufen|1. Ich habe die Kinder gerufen, aber sie haben mich nicht gehört. 2. Wir haben sofort einen Arzt gerufen.|1. I called the children, but they did not hear me. 2. We have immediately called a doctor. |4|0|never|never
die Rufnummer, -n|Wir möchten Sie gerne anrufen. Wie ist Ihre Rufnummer?|We would like to call you. What is your phone number? |2|0|never|never
